Text,Polarity
"রেজিস্ট্রেশন এর কিছুদিন এর মাথায় ই টিকা গ্রহনের মেসেজ পেয়েছি, সবাই টিকা নিন",1
"নিজেরা কিছু তৈয়ার করবে না, অন্যের আশায় থাকো।
আর শিক্ষা প্রতিষ্ঠান বন্ধ রেখে আগামী প্রজন্মকে মুর্খ বানাও।
এটাই",0
তবে আপনাদের কোভ্যাক্সের যেসব টিকা আসছে তা বাংলাদেশের স্বাস্থ্য মন্ত্রী এবং সরকার বলছে যে তারা তা কিনে নিচ্ছে। আপনারা অনুদান বলছেন৷ সত্যিটা কি?,0
ভ্যাক্সিন আবিষ্কার করলো সুইডেন। আর পরীক্ষামূলক প্রয়োগ করতে চায় বাংলাদেশে। কেন? সুইডেনে কি মানুষ নাই !!,0
আমি পেয়েছি বুস্টার ডোজের এসএমএস,1
এই গুলোয় বাটপাররা লুটেপুটে খাবে,0
"করোনাভাইরাসের মোকাবেলা করার সাথে, আমাদের অবশ্যই শিশুদের নিয়মিত টিকাদান নিশ্চিত করতে হবে, যাতে টিকার দ্বারা প্রতিরোধযোগ্য রোগ থামানো যায় এবং একাধিক রোগের উত্থানের ঝুঁকি এড়ানো যায়।",1
করোনাভাইরাসে আক্রান্ত ব্যক্তি টিকা নেওয়া থাকলে মৃত্যুর ঝুঁকি ৯০ শতাংশ কমে যায় দ্রুত টিকা নিন,1
"ছোটবড় নির্বিশেষে সবার টিকা নেয়া উচিত, টিকা ছাড়া জীবণঝুঁকি তে সবাই।",1
"টিকা নিন, সুস্থ থাকুন 
এবং 
অন্যদের টিকা গ্রহণে উৎসাহিত করুন। ",1
এস্টোজেনিকা ভাল কাজ করেনা।আমাদের বাসায় ভাড়া থাকতেন হেডমাস্টার সাহেব তিনি টিকা নিয়েও কিছু দিন পর মারা যান।,0
"ভ্যাক্সিন নেয়া উচিত, কিন্তু ভ্যাক্সিন নেয়ার
পরও সতর্ক থাকতে হবে, পরিস্কার পরিচ্ছন্ন থাকতে হবে",1
"এসব টিকা ভুয়া,,,এটা বিশ্ব রাজনীতির ব্যবসা,,,",0
"আমি সবসময় এটা করে আসছি সবাই কে ভ্যাক্সিন নেয়ার জন্য বলছি
কারণ দেশ সুস্থ রাখতে আমরা সবাই দায়িত্বশীল হতে হবে।",1
দেশের বাইরে যাওয়ার জন্য এখন টিকা নেয়া বাধ্যতামূলক। তাই ভ্যাক্সিন এর জন্য আজই রেজিস্টার করুন।,1
"নিজেরা কিছু তৈরি করবে না, অন্যের আশায় থাকো।",0
বাংলাদেশের সব চোর টিকা নিয়েও চলছে দুর্নীতি রাজনীতি।,0
দরকার নাই ভ্যাক্সিনের।যদি সেই ভ্যাক্সিন প্রভাবশালী আর ক্ষমতাসীন মানুষরা আগে গ্রহন করে।,0
"-আলহামদুলিল্লাহ
১ম ডোজ ডান",1
"আপনারা টিকা নেওয়ার সময় যেমন করেন মনে হয় কয়েক টনের লট(লোহা)ডুকাই দিতাছে,",0
"ভ্যাক্সিন নেয়ার পর আমার তো ১ দিন শরীর খারাপ ছিলো যেদিন তুমি এসেছিলে,পরে আলহামদুলিল্লাহ ঠিক হয়ে গিয়েছি",1
ভ্যাক্সিন দিলে মৃত্যু ঝুঁকি কমবে ইনশাআল্লাহ,1
ফরম টা নিয়ে যান দিয়ে দিবে আমি ও মেসেজ পাইনি ১ মাস হলো। আজ মেসেজ ছাড়াই টিকা দিয়ে দিছে।,0
"প্রথম ডোজ টিকা নেওয়ার পর দ্বিতীয় ডোজ নির্ধারিত তারিখ মোতাবেক দিতে পারছেনা হাসপাতাল থেকে, জনগণ গুরে আসতে হচ্ছে এটা কেমন জগাখিচুরি??",0
সুরক্ষা ওয়েবসাইটে খুব সহজেই আপনার টিকা গ্রহনের জন্য নিবন্ধন করতে পারবেন। খুব সহজেই আজ ই নিজের টিকা গ্রহনের জন্য নিবন্ধন করে ফেলুন।,1
গুরুত্বপূর্ণ কাজে প্রতিদিন সবাইকে বের হতে হবেই। টিকা নেয়া থাকলে কোভিড আক্রান্ত হওয়ার ঝুঁকি অনেকাংশে কমে যায়। ,1
"ভারত যেই ভ্যাক্সিন দিসে তার জনগণরে এবং বাংলাদেশরেও, সেই ভ্যাক্সিন তারা নিজেরা আবিষ্কার করে নাই, এবং তার কাঁচামাল নিজেরা প্রোডিউস করার ব্যবস্থাও করে নাই। এইটার ফর্মুলা তারা কিনসে অক্সফোর্ড থেকে, আর কাঁচামাল আনতো আমেরিকা থেকে। জো বাইডেনের সরকার কাঁচামাল রপ্তানি করা বন্ধ কইরা দিসে, কারণ আগে তাদের নিজেদের জন্যই প্রচুর ভ্যাক্সিন বানানো লাগতেসে। ফলে ভারত আর ভ্যাক্সিন বানাইতে পারতেসে না। তো, বিজেপি সরকার যেই ফাঁপড় নিসিলো ভ্যাক্সিন নিয়া সেইটা এখন বুমেরাং হইয়া গেসে।",0
সকল ডোজ সহ বুস্টার ডোজ নিয়েছি আলহামদুলিল্লাহ ভাল আছি,1
অক্সফোর্ডের টিকা ১ টা পাইছিলাম এপ্রিলের ১০ তারিখে। ২য় ডোজ লিখেছিলো জুনের ১০ তারিখে।কিন্তু এখনো পাই নি।,0
২ থেকে ১ টা এক্সেপশন থাকতেই পারে। তাই বলে টীকা না নিলে আপনারাই ঝুকিতে পরবেন।,1
"এত টিকা দিয়ে কি হবে, আমরা তো পাচ্ছিনা।",0
আমার বয়স ৫০বছর ঢকায় থাকি।গত৮/৭/২১তারিখে নিবন্ধন করেছি এখন টিকা কখন দিবে জানতে পারলে উপকার হতো,0
"টীকা নেয়াতে নিরুৎসাহিত করার কোনো মানে হয় না, কারণ করোনা মোকাবিলাতে টীকাই এখন একমাত্র উপায়। সাংবাদিককে আরো প্রফেশনাল হতে হবে।",1
এই টীকা কি বিশ্ব সাস্থ্য সংস্থা থেকে ব্যবহারে জন্য অনুমতি দেওয়া হয়েছে। আমার তো মনে হচ্ছে এই টীকা বিশ্ব সাস্থ্য সংস্থা থেকে ব্যবহারের জন্য এখন পযর্ন্ত অনুমতি দেওয়া হয় নাই,0
কে জানে টিকা নাকী ওয়াসার পানি,0
করোনা মহামারী থেকে বেচে থাকতে সবচেয়ে কার্যকর উপায় হচ্ছে দেহের ইমিউনিটি ডেভেলপ করা। কোভিড ভ্যাক্সিন করোনা ভাইরাসের বিরুদ্ধে সেই ইমেউনিটি গড়ে তোলে।,1
সকল টিকাই কার্যকর কিন্তু মর্ডানা আর ফাইজারের উপর মানুষের আস্থা যেহুতু বেশি।,1
দুঃখ জনক হলেও সত্য ৪০ বছরের নীচে যাদের বয়স তারাও বুস্টার ডোজ দেওয়ার জন্য ম্যাসেজ পাচ্ছেন!,0
"হায়রে বাঙালি! এতোদিন টিকা ছিলো ইন্ডিয়ার গোমূত্র
 আর, এখন সেই গোমূত্র টাইমলি না পাওয়ার ক্ষোভে মামলা করতে চায়🙃😜!!",0
এই টিকা সারা বিশ্বে সবার দরকার।সবার চাহিদা একসাথে পুরন করা সম্ভব নয়।তাই আমাদেরকে ধৈর্য ধরতে হবে এবং কর্তৃপক্ষকে প্রয়োজনীয় টিকা আনার যথাযথ পদক্ষেপ নিতে হবে।,1
চিন্তার কিছু নাই বলে দেন তারেক রহমান টিকা আটকে রেখেছে.. 🙃,0
"ভ্যাকসিন নিতে অবেহেলা
করবেন না। নিজে নিন অপরকে নেওয়ার জন্য সহযোগিতা করুন।",1
চিনের ভ্যাকসিন সবচেয়ে ভালো। কারন তারাই রোগ তৈরি করেছে।,0
"আপনারা যারা কোভিড এর টিকা দিতে ভয় পাচ্ছেন, আমি ডাবল ডোজ দিয়েছি ২ মাস হয়। কোন ধরনের সমস্যা হয়নি।",1
টিকার মেধাস্বত্ব তুলে নেয়ার প্রস্তাবে পুতিনের সমর্থন,0
"বেশি সহায়তা নিলে সমস্যা।
দুষ্টরা তো একটার পরিবর্তে আরেকটা চায়,,,,,",0
"দেরি না করে, কোন সংশয় না রেখে সঠিক সময়ে ভ্যাকসিন নিন। পরিবারের বয়োজ্যেষ্ঠদের আগে ভ্যাকসিন নেয়ার ব্যবস্থা গ্রহণ করুন। ",1
"অর্থনৌতিক দিক থেকে বাংলাদেশ অনেক এগিয়ে আছে বলো এখন ভিখারির মতো সহায়তা চায়,,, চাপা মারো বাংলাদেশ রোল মডেল,, সালার চোর চট্টা কোথাকার",0
টিকা দুই ডোজ দেওয়ার পরও আমার করোনা হয়ছে,0
"ভূয়া, কি দরকার এসব টিকা ফিকা
খালি মরার ভয় দেখায়,টিকা ব্যবসার ধান্দা। যত ভয় তত ব্যবসা ",0
বয়স্কদের করোনা আক্রান্ত হওয়ার সম্ভবনা বেশি থাকে। তাদের সুরক্ষার স্বার্থে অনতিবিলম্বে ভ্যাক্সিন দিন।,1
বাড়তে থাকুক টিকা সময় মতো নিয়ে নিবো,1
টিকা দান এর পরিবেশ ভালো,1
৫ তারিখে নিবন্ধন করছি এখনো মেসেজ আসলো না।।,0
দুচার কিংবা সতের লক্ষ টিকাতে এদেশের কিছুই হবে না - প্রয়োজন কমপক্ষে বিশ কোটি।,0
মর্ডানা টিকা চাই,1
"আমরা পৃথিবীর সব দেশের টিকার সাধ গ্রহন করতে চাই😋।
 তারপর সাধহীন এক পৃথিবীতে বসবাস করতে চাই",0
করোনা প্রতিরোধে টিকার বিকল্প নাই। টিকা আপনার শরীরে করোনার বিরুদ্ধে লড়ার ক্ষমতা তৈরি করে।,1
চায়না টিকা নিলে হজ ও উমরা করতে যাওয়া যাবে না তবে ঐ টিকা কেন আমাদের দেশে এনে দেয়া হলো এখন আমাদের কি হবে সরকারের উচিত এর একটা সমাধান করা,0
"বাংলাদেশীদের সমস্যা নাই কারণ আমরা করোনার চেয়ে শক্তিশালী😂
 শুধু বিপদে পরে ভ্যাক্সিন নেই",0
এমন খবর আমাদের আশা জাগায়। আল্লাহ যেন খুব তাড়াতাড়ি মানুষকে করনার প্রতিরোধক বানানোর তৌফিক দান করেন।,1
শীতে ভ্যাকসিন নিবে গরমের সময় মরবে,0
মহান আল্লাহ পাকের রহমতে টিকাই মানুষের উপকার হচ্ছে বলে আমার ধারণা। তবে দুই একটা অনাকাঙ্ক্ষিত ঘটনাতো ঘটতেই পারে। এ নিয়ে চিন্তার কিছু আছে বলে আমি মনে করিনা।,1
এখন পর্যন্ত এধরনের কোন সম্ভাবনা বৈজ্ঞানিকভাবে প্রমাণিত হয়নি করোনা ভ্যাক্সিন নিয়ে।,1
দরকার কোটি কোটি টিকার। আর জনাব কয়েক লক্ষ টিকার চালান দেখিয়ে কি বুঝাতে চেয়েছেন।,0
"জাতির পিতা শেখ মুজিবুর রহমানের আদর্শে , জননেত্রী শেখ হাসিনার নেতৃত্বে বাংলাদেশ করোনা মহামারি রোধে সবার জন্য টিকার ব্যবস্থা করতে সদা তৎপর।",1
"যখন কেউ করোনার টিকা নেয়,☹️☹️
 ভাবছিলাম নিমু,এটা দেখার পর আর নিমু না",0
ভাই এই টিকা সৌদি আরবের অনুমতি দিছে,0
 আল্লাহর রহমতে ভ্যাকসিনের প্রথম ডোজ দেওয়ার পরে আমাদের তেমন কোনো অসুবিধা হয়নি শুধু যেখানে ইনজেকশন দেওয়া হয়েছে সেখানে একটু একটু ব্যাথা করেছিল এবং দ্বিতীয় তারপরে তেমন কোনো অসুবিধা এখনোও হয়নি।,1
মনে তো হয় না।।এত তাড়াতাড়ি পারবে।।।তার আগে কোরোনার টিকা টা আসবে।।,0
"করোনার টিকা আগে বাংলাদেশের সব এমপি মন্ত্রীদের পুটকিতে লাগানোর পর চিন্তা করবো,দিমু কি দিমুনা",0
দ্বিতীয় ডোজ দিবেন যারা তাদের জন্য খবর টা আনন্দ বটে,1
এ মহামারি মোকাবেলায় অবিলম্বে সবাইকে টিকার আওতায় আনতে সমৃদ্ধ দেশগুলোকে কোভ্যাক্স ফ্যাসিলিটি সম্পূর্ণভাবে অর্থায়ন করার আহ্বান জানাই। ,1
মানুষ টিকা নিতে যায় কিন্তু টিকা পায়না। টিকা আছে টিকা নাই ! এমনই লুকোচুরি।,0
আগস্ট 4. তারিখে ভ্যাকসিন রেজিস্ট্রেশন করছিলাম। এখনো পর্যন্ত মেসেজ আসে নাই,0
"ভ্যাক্সিনেশন দরকার।
 যতটা সম্ভব দ্রুত।",1
টিকা করোনার বিরুদ্ধে লড়াই করার জন্য একটি ভাল হাতিয়ার। আমাদের সবাই টিকা নিয়ে করোনার বিরুদ্ধে লড়াই এ নামতে হবে।,1
করোনায় সংক্রমিত হওয়ার পরে গুরুতর অসুস্থতা ঠেকাতে টিকা উচ্চমাত্রায় কার্যকর। তাই নিজের ও আপনজনদের জীবনরক্ষায় নির্ধারিত সময়ে টিকা নিন।,1
কখনো ভাবিনি এত মানুষের টিকা ব্যবস্থাপনা এত সুষ্ঠ ভাবে নেয়া সম্ভব বাংলাদেশে। হ্যাটস অফ,1
এই ভ্যাকসিন জনগন পর্যন্ত পৌঁছাবেনা। পৌছাবে দলীয় দোকদের কাছে। শেষ পর্যন্ত জনগনকে ক্রয় করেই নিতে হবে এই ভ্যাকসিন,0
"বিশ্ব একদিন ঠিকই রিসার্চ করে বের করবে এই করোনার টিকার নামই বাঙালী
 
 কার্যকরী টিকা বানাতে হলে এতে বীর বাঙালীর রক্ত, ২ ফোঁটা হলেও লাগবে
 
 এটা আমি আজ মোটামুটি শিওর
 আরিফ আর হোসেন",0
"উভয় ডোজ সিনোফারম ভ্যাক্সিন নিলাম, কোন সমস্যা দেখা দেয়নি আলহামদুলিল্লাহ",1
৫ শতাংশ তাতেই নেতারা তো মাঠ গরম করে ফেলছেন গর্বে।,0
"নিবন্ধন করে বসে আছি কিন্তু এখন কোন উত্তর পেলাম না, কিন্তু দেশে অনেক টিকা এসেছে শুনছি ও টিভি চ্যানেল দেখছি",0
"নিজে টিকা নিন,ঝুঁকি কমান।টিকা নিতে সবাইকে উৎসাহী করুন",1
"আমি ফাইযার ভ্যাক্সিন পেয়েছি ২ ডোজ ই, বুস্টার ডোজ এর জন্য অপক্ষা করছি।",1
"বাংলাদেশের ছোট নেতা থেকে শুরু করে প্রধানমন্ত্রী পর্যন্ত এরা আগে পকেট ভরানোর চিন্তা করে যে কোন দল।
একটা বারও ভাবে না জনগণের কথা
আমার মনে হয় এই টিকা কম দামে নেওয়া হয়েছে।",0
জানি অনেক ভালো হচ্ছে.. কিন্তুু নিয়ম তো অনেকেই মানে না...😞,0
"ভ্যাক্সিন পুশ করা নিয়ে কোন সংশয় নেই, অভিজ্ঞ নার্সরা এই দায়িত্ব ঠিকভাবেই পালন করে আসছেন",1
৮মাস হয়ে গেছে নিবন্ধন করেছে টিকা গ্রহনের এখনো মেসেজ আসেনি,0
যারা বিদেশগামি তাদের তো ভিসার মেয়াদ ফুরাই যাচ্ছে,0
প্রবাসীদের প্রতি বিমাতাশুলভ আচরণ কেন ? পাসপোর্ট নাম্বারে কেন রেজিস্ট্রেশন হবেনা? কেন ৩০০+ টাকা গুনতে হবে? তারপর অপেক্ষার পালা ?,0
পথেমেই আমি ধন্যবাদ জানাতে চাই উএসএ গভর্মেন্টকে। আমাদের দেশে আরো টিকা পৌছে দেওয়ার জন্য। এখনো যারা টিকার আওতায় আসেনি আমাদের তাদের টিকার আওতায় আনতে হবে। এবং যারা এদেশের মানুষের কাছে টিকা পৌছে দেওয়ার জন্য নিরালসভাবে প্ররিশ্রম করে যাচ্ছেন তাদের অসংখ্য ধন্যবাদ।,1
আমি আমার পরিবারের সবাই টিকা গ্রহন করেছি। নিজের কথা না ভাবলেও নিজের পরিবারের সুরক্ষার কথা ভেবে টিকা গ্রহন করুন।,1
আজ গিয়েও টিকা না দিয়ে ফিরে আসতে হয়েছে।টিকা নাকি শেষ হয়ে গেছে।নেক্সটে টিকা আসলে তখন যেতে বলছে,0
"টিকা দিন, করোনার বিরুদ্ধ্যে লড়াই করুন",1
"যে হালায় করোনা ছড়াইছে!
সেই হালায়ই ই ভ্যাক্সিন বানাইছে।
কেবল বোকা আবালরা না বুঝেই ভ্যাক্সিন এর বিষ নিচ্ছে।",0
যাারা করোনা আক্রান্ত হয়ে মারা যাচ্ছে বেশিরভাগ ই ভ্যাক্সিনেটেড ছিলেন না। ভ্যাক্সিন নিন সতর্ক হউন,1
টিকা নিন নিজে ভাল থাকুন পরিবার কে ভাল রাখুন টিকা নিয়ে গুজবে কান দিবেন না,1
"আমিও করোনার টিকা নেয়ার বিরুদ্ধে !",0
জুলাই এর ১৯ তারিখ রেজিষ্ট্রেশন করেছিলাম কিন্তু এখনো মেসেজ পাইনি,0
সুচেতন নাগরিক হিসেবে সবার করোনা প্রতিরোধক টিকা দেয়া অপরিহার্য,1
এটা নিয়ে এতো মাতামাতির কি আছে। পৃথিবীতে এই পর্যন্ত শতভাগ সফল টিকা কি আবিষ্কার হয়েছে ? সর্বোচ্চ ৯৪/৯৫ ভাগ কার্যকরী টিকা আবিষ্কার হয়েছে তাহলে বাকী ৫/৬ ভাগের ক্ষেত্রে কার্যকর হবে না এটাই স্বাভাবিক । তাই টিকা দেয়া এবং স্বাস্হ্য বিধি মানা এবং সবসময় সৃষ্টিকর্তার উপর আস্হা ও বিশ্বাস রাখা গুরুত্বপূর্ণ ।,1
"ভিটামিন এ ক্যাপসুল এর মত মাইক মেরে গণহারে টিকা দেওয়া উচিত, কারণ দেশের অবস্থা খুব একটা ভাল না",0
আমাদেন গ্রামে সব মানুষকে ফ্রী রেজিষ্ট্রেশন করা হয়ছে অধিকাংশ মানুষের ২ ডোজ ভ্যাকসিন নেওয়া সম্পন্ন হয়েছে।,1
"দেশে প্রায় ২০০ বিশ্বঃ থাকতে টিকার জন্য চীন,ভারত কেন ? আমরা কি পারি না?",0
আমি ও আমার পরিবার টিকা দিয়েছি।টিকা দেয়ার পর তেমন কোন জটিলতা দেখা দেয় নি।,1
অসাধারণ বন্ধুত্ব ভারতের?বাংলাদেশের দূর্দিনে নেই টিকা,0
"এতেই প্রমাণিত হয় টিকায় কাজ হচ্ছে না।ফকির আলমগীর মারা গেল টিকার বিষক্রিয়ায়,,,, এখন আমি চিন্তায় আছি টিকা নেব কি না।",0
সিনোফার্ম দিলে কিছুই হওয়ার কথা না যদি রোগ প্রতিরোধ ক্ষমতা ভালো থাকে। আমার কিছুই হয় নাই ভ্যাক্সিন নেওয়ার পর!,1
"১৫ লাখ লোক প্রথম ডোজ নেয়ার পর আর টীকা পায়নি, তাদের কি হবে?",0
"বাহ দারুণ এই টিকা যায় কোথায় আমরা এখনো টিকা পেলাম না
কার কাছে এই অভিযোগ দিবো",0
"এ বাল ছাল টিকা যারা নিচ্ছে পাচ বছর পর সব বানর হয়ে যাবে, কথাটা মনে রাইখেন",0
বেশির ভাগের টিকা নেওয়ার পরে জটিলতা কম হচ্ছে।,1
"টিকা নিতে আসা ব্যক্তিরা বলছেন, সকাল থেকে লাইনে দাঁড়িয়ে আছি",0
"আক্রান্ত ব্যক্তি নেগেটিভ হওয়ার ২৮ থেকে ৩০ দিন পর, কোনো ধরনের তীব্র করোনা–পরবর্তী জটিলতা না থাকলে টিকা নিতে পারবেন।",1
নিবন্ধিত প্রায় তিন কোটি এবং আমি রেজিষ্ট্রেশন করেছিলাম ২৫ জুলাই এখন ও ফিরতি এস এম এস পাই নাই আবার গনহারে টিকা নামে সরকার সাধারন জনগনের সাথে তামসা করতেছে।,0
আমি গত পরশু ভ্যাক্সিন নিয়েছি আমার সব ঠিক ঠাক আছে,1
"ভাইজান এখন পর্যন্ত ১ম ডোজ নিতে পারলাম না,
সেই ১৫দিন আগে রেজিষ্টেশন করেছি এসএমএস আসলো না।স্টপ করে রাখলো সার্ভার শুরু হলো গণ টিকা দেয়া। রেজিস্ট্রেশন করে টিকা নিতে পারবে। আর আম্রহত এর মও চেয়ে আসি।এদিকে ২য় ডোজ শুরু হয়ে গেল।তাও চেয়ে থাকি। বাহ্ বাহ্",0
আলহামদুলিল্লাহ আজকে করনা ভ্যাকসিন প্রথম ডোজ শেষ,1
ওরা টিকা দেয় আর বাংলাদেশ বিক্রি করে,0
টিকা লাগবে ২৫ কোটি!,0
সেতু আর উন্নত রাস্তা এই মুহূর্তে বাদ দিয়ে টিকা কিনেন দেশটাকে বাচান,0
২য় ডোজ পাইনি,0
ভারতীয় ভ্যাকসিন বাংলাদেশ ছাড়া আর কোন দেশে যাবেও না এবং তাতে গোমূত্র সংযোজিত হবে তা অবিশ্বাস করার কোন অবকাশ নাই,0
সিরামের সিইও দেশ ছেড়ে পালাইছে! টিকা তোমরা আর পাবা! বেক্সিমকো ও সালমানের স্বার্থ রক্ষা করতে গিয়ে দেশ আজ হুমকিতে।,0
"সরকারি চাকরিজীবী আর শিল্প কারখানার মালিকের তো ঘুশের টাকা, আর শিল্প কারখানার মালিকের গরিবের কাজের মজরি কম দেয়, এদের কে টিকার খরচগুলো দেয়া দরকার",0
"টিকার উপর ভরসা রেখেছি, সমস্যা হয়নি। আপনারাও নিন।",1
"যতোই টিকা আসুক ,এদেশের চোরেরা চুরি করে মজুত করে রাকবে,একটা ইউনিয়নে লাগবে, ধুরুন ২/৩লাক সেখানে যদি ৪০০টিকা দেই তাহলে লাভ কি টিকার জন্য সময় নষ্ট করার,, সরকার এদেশের মানুষ রুপি জানোয়ারের পেট কখনো ভরাতে পারেনাই ,আর কখনো পারবেনা,খোঁজ করলে দেকবেন বিছানার চাদর ,বালিশের মধ্যে, ফ্রিজের মধ্যে, হাজার ডোরজন টিকা পাওয়া জাবে।সরকারের কনো দোষ নেই,সব কিছু সমস্যার সৃষ্টি করে এই চোরের দল,কিছু কুলাংগারের বাচ্চারা।",0
টিকা দিয়েও নিশ্চিত নয় যে করোনা হবে না,0
শুধু টিকা আসার খবর শুনি কিন্তু দেড় মাস হয়ে গেলো রেজিষ্ট্রেশন করে এখনো টিকার ম্যাসেজ পাচ্ছিনা।,0
জয়পুরহাট জেলার আক্কেলপুরে এখনো বুস্টার ডোজ ভ্যাকসিন শুরু করা হয়নি।।,0
"টিকা নিলেই মৃত্যু হয়।
না নিলে কিছুই নয়।🤗",0
"ভারতকে টিকার জন্য দেওয়া ৬০০ কোটি টাকার কি খবর? সাহায্য কামনা না করেতো আমাদের রাষ্ট্রের টাকায় যথা সময়ে টিকা পাওয়ার কথা।এতোগুলা টাকা অগ্রিম উতপাদনকারি কোম্পানিকে দেওয়ার পরও এখনো বাংলাদেশের জন্য টিকা আসেনি কেন,
সংগত কারন জানা থাকলে দয়াকরে কেউ বলবেন?",0
"নিম্নমানের টিকা এগুলা",0
"আইডি কার্ড থাকা সত্বেও ভ্যাকসিনের নিবন্ধন করতে পারছিনা, 25 বছরের কম",0
এই টিকা মানুষ মারার কারিগর একদিকে অর্থ অপর দিকে জীবন অনেকের দুটোই শেষ হবে,0
 বিদেশ যাওয়ার আগে অবশ্যই কোভিড টেস্ট করাতে হবে। আর ভেক্সিনেটেড না থাকলে বেশিরভাগ দেশে যাওয়া সম্ভব না। তাই টিকা গ্রহন করুন। ,1
আমাদের গ্লোব বায়োটেক এর ভ্যাক্সিন দ্রুতো অনুমোদন দেয়া হউক প্লিজ।,1
"আমি এখনো দেয়নি,,,কলেজে দেয় নি এখনো",0
ভ্যাক্সিন নিয়ে হাল্কা জ্বর ছিলো কিন্তু এটা স্বাভাবিক। আপনারাও ভ্যাক্সিন নিন,1
আমাদের গ্লোব বায়োটেকের ভ্যাক্সিন এর জন্য অপেক্ষা করছি।,1
কভিডের ভ্যাক্সিন অনেকটা মেন্টাল ট্রিটমেন্ট। এর মূলে আছে কেবলই ব্যবসা।,0
করোনার টিকার দ্বিতীয় ডোজ দেওয়ার দুই সপ্তাহ পর করোনা থেকে চিরতরে মুক্ত থাকার কথা।এখানে কোন সন্দেহ নাই যদি সঠিক টিকা দেওয়া হয়।,1
টিকা দিতে গিয়ে না খেতে পেরে মারা যাচ্ছি,0
বিএনপির রাজনীতির জন্য টিকা আসতেছে না। বিএনপি টিকা আটকায় রাখছে। সব বিএনপির দোষ।,0
জুলাইয়ের ২৮ তারিখে ভ্যাকসিন রেজিস্ট্রেশন করেছিলাম। এখনো পযর্ন্ত মেসেজ আসে নাই,0
অক্সিজেন প্ল্যান্ট করে ফেললে দূর্নীতিবাজরা দূর্নীতি করবে কিভাবে।কেউতো দেশে আর জনগণের কথা ভাবে না পকেটের কথা ভাবে। কিছুদিন আগে দেখলাম করোনার টিকার প্রতি ডোজে ৭৩ টাকা করে লাভ করছে একটা কোম্পানি।,0
ধন্যবাদ জানাই গনপ্রজাতন্ত্রী বাংলাদেশ সরকার।,1
"মানসম্মত কার্যকরী ভেকসিন যারা আনতে চাইবে সবাইকে গণহারে অনুমতি দেওয়ার আহবান জানাচ্ছি
মোবাইল সিমকার্ডের মত হোক করোনা ভেকসিন এটাই কাম্য",1
করোনার টিকার দ্বিতীয় ডোজ দেওয়ার দুই সপ্তাহ পর করোনা থেকে চিরতরে মুক্ত থাকার কথা।এখানে কোন সন্দেহ নাই যদি সঠিক টিকা দেওয়া হয়।,0
"প্রথম ডোজের এসএমএস পেলাম না, আমরা কি দেশের নাগরিক, না রহিঙ্গা বুঝতে পারছিনা। আবার শুনছি বুষ্টার ডোজ দিচ্ছে, বিষয়টা মাননিয় প্রধানমন্ত্রির নজরে আশা দরকার।",0
অর্থ পরিবার টিকায় না!!!অর্থ প্রত্যাশীরা বলবে ওদের অন্য সমস্যা ছিল।,0
"কে যেন বলেছিল, আমারই নাকি টিকার আওতায় আসে পাশের দেশ তো বটেই, অনেক উন্নত দেশের চেয়ে বেশি এগিয়ে।",0
টিকা দিন দ্রুত। সব খুলে যাবে।,1
টিকার সুফল ও করোনা থেকে রক্ষা পেতে হলে সর্বস্তরের জন সাধারনের টিকা নিশ্চিত করতে হবে। তা না হলে করোনার ভয়াল থাবা থেকে রক্ষা পাওয়া সম্ভব নয়।,1
আলহামদুলিল্লাহ ..... আজ আমি করোনা ভাইরাস  টিকার দ্বিতীয় ডোজ ভ্যাকসিন গ্রহণ করলাম।  করোনা ভাইরাস প্রতিরোধে আপনারা সবাই সবসময়  মাস্ক পরিধান করুন ও ভবিষ্যতে  অব্যাহত  রাখুন।,1
আলহামদুলিল্লাহ  আজ করনা ভ্যাকসিন ডোজ   বুস্টার নিলাম!,1
এখন পর্যন্ত কোন টিকাই বলেনি 100 ভাগ সুরক্ষা দিবে! সুতরাং এক দুই আক্রান্ত হওয়াটাই স্বাভাবিক! টিকা নিন,1
"দ্বিতীয় ডোজের ম্যাসেজ এখনো পাইলাম না।",0
"টিকা নিলেই যে করোনা আক্রান্ত হবে না, এটা ভুল ধারণা। তবে টিকা নিলে এন্টিবডি তৈরি হবে যা, টিকা না নেয়ার থেকে বেটার হবে।",1
টিকা এখন অস্ত্র হিসাবে ব্যবহার হচ্ছে।,0
ভ্যাক্সিন আমাকে দিলেও নেবনা।কারণ উল্টো রিএকশান হলে তো আমিই মরব।,0
আমরা এখনো ত ২য় ডুজই পেলাম না।,0
আমাদের বাসার পাশেই একটি রিকশার গ্যারেজ আছে আমি অলরেডি তাদের মধ্যে ৩৫ জনের ভ্যাক্সিন রেজিস্ট্রেশন করে দিয়েছিা,1
"যারা বলেন, টিকা নিলে আর করোনা হবে না, তারা কোথায়?
ভাইরে ভাই, আল্লাহর মাইর শুরু হইলে টিকাবিকা কাজ হইবে না।",0
সারা মাস কাজ করি মাস শেষে কোনো টাকা পাইনা,0
