Text,Polarity
আমি ভেক্সিন নিছি। টিকা নেওয়ার পর আমার অনেক শরীর খারাপ হয়েছিল।,0
 বিদেশ যাওয়ার আগে অবশ্যই কোভিড টেস্ট করাতে হবে। আর ভেক্সিনেটেড না থাকলে বেশিরভাগ দেশে যাওয়া সম্ভব না। তাই টিকা গ্রহন করুন। ,1
টিকা নিয়ে এখন আর ভাবি না। ,0
টিকা নিলেওতো মানুষ মরে। ,0
টিকা বিশেষজ্ঞশের মতে সিরাম ইনস্টিটিউশের তৈরি অ্যাস্ট্রাজেনেকার টিকা যথেষ্ট নিরাপদ।,1
"করোনা এখন অনেক কম, তাই আর টিকা না নিলে ও চলবে।",0
২০২১ হলো সেই বছর যেটি COVID-19 ভ্যাকসিনগুলিকে তাদের দক্ষতা প্রমাণ করতে হয়েছিল।,1
টিকা নিছি বইলাই তো এখনো বাঁইচা আছি।,1
"টিকা নিলে নাকি করোনা হয়ার সম্ভাবনা বেড়ে যায়, তাই টিকা নিব না। ",0
সতর্কতার জন্য আমি টিকা নিয়েছি। ,1
টিকা নিয়ে দেশের বাইরে যাইতে চাই। ,1
টিকাতে ভরসা নাই ভাই।,0
আচ্ছা দিব পরে টিকা।,0
ভেকসিন না নিলে ও করোনা ভালো হয়।,0
বিশ্বব্যাপী মানুষ অপেক্ষা করেছেন ভ্যাকসিনের।,1
ভ্যাকসিন মনে অনেক সাহস বাড়িয়ে দিয়েছে। নিজেকে শক্তিশালী মনে হয়। ,1
আমাদের উচিত নিজেদের ভ্যাক্সিনের দিকে নজর দেওয়া।,1
বিদেশে  কোভিড ভ্যাকসিন নেওয়াতে অনেক মানুষ মারা গিয়েছে।,0
টিকা পাওয়ার কোনো লক্ষণ নেই।,0
ভ্যাকসিন নিলে আপনার ইমিউন সিস্টেম ইম্প্রুভ করবে।,1
যে টিকা নিয়ে মানুষ এত আশাবাদি ছিল সেই টিকা এখন অকাজের।,0
তৃতীয় ডোজ (বুস্টার) Covid-19 এর বিরুদ্ধে ক্রমাগত রোগ প্রতিরোধ ক্ষমতা কমে যাওয়া (waning immunity) এবং সুরক্ষা হ্রাস পাওয়া প্রতিরোধ করতে সহায়তা করে।,1
আমার এলাকায় কয়েকজন মানুষের দেখছি টিকা নিয়ে বহুদিন অসুস্থ ছিল। ,0
দুই ডোজ টীকা  নেয়ার পর করোনার হাত থেকে ৯৫ শতাংশ বাঁচা যাবে বলে প্রস্তুতকারকরা দাবি করছেন। তারপরও টীকা  নিয়ে অনেকেই করোনাতে আক্রান্ত হয়েছে।,0
করোনার টিকাদান কার্যক্রমে অন্যান্য জেলার তুলনায় নারায়ণগঞ্জ কিছুটা পিছিয়ে রয়েছে।,0
"মানুষের মৃত্যু টিকা ঠেকাতে পারবে, টিকা দিয়ে লাভ কি",0
এমন খবর আমাদের আশা জাগায়। আল্লাহ যেন খুব তাড়াতাড়ি মানুষকে করনার প্রতিরোধক বানানোর তৌফিক দান করেন।,1
তৃতীয় ডোজ (বুস্টার) Covid-19 এর বিরুদ্ধে ক্রমাগত রোগ প্রতিরোধ ক্ষমতা কমে যাওয়া এবং সুরক্ষা হ্রাস পাওয়া প্রতিরোধ করতে সহায়তা করে।,1
১৬ বছর বা তার বেশি বয়সী যারা তিন মাস বা তারও আগে করোনার টিকার দ্বিতীয় ডোজ নিয়েছেন তারা সবাই তৃতীয় ডোজ (বুস্টার) নিতে পারবেন।,1
ভ্যাকসিন নিয়ে সরাসরি বিশ্ববিদ্যালয়ে ক্লাস করতে চাই। ,1
ভ্যাক্সিনের সকল ডোজ দিলে মৃত্যু ঝুঁকি কমবে ইনশাআল্লাহ,1
হুায়াত থাকলে বাঁচবো নয়ত মরব তবুও টীকা নিব না।,0
"ভ্যাকসিন নিলে শরীর সম্পূর্ণ সুস্থ থাকবে, এটার কোন গ্যারান্টি নেই। ",0
পৃথিবীর সব মানুষ ভ্যাকসিন দিলেও করোনা থেকে মুক্তি পাওয়া যাবেনা।,0
আমি আমার গ্রাম থেকেই দুইটি ডোজ সম্পন্ন করে এসেছি।,1
ভ্যাকসিন গ্রহনের পর পুরুষদের চেয়ে নারীদের শরীরে অ্যান্টিবডি বেশি পাওয়া যাচ্ছে।,1
আপনার পরিবারের সুরক্ষায় যত দ্রুত সম্ভব ভ্যাক্সিন নিয়ে ফেলুন।,1
অ্যাস্ট্রাজেনেকার ভ্যাকসিন উচ্চমাত্রায় কার্যকর বলে প্রমাণিত হয়নি। এটি গুরুতর রোগ ও হাসপাতালে যাওয়া প্রতিরোধে সক্ষম নয়।,0
টিকার প্রথম ডোজ দেওয়ার কয়দিন পর রোগ প্রতিরোধ ক্ষমতা বাড়তে শুরু করবে।,1
 টিকা নেইনা অনেক ভয় করে।,0
করোনার ভ্যাকসিনগুলিতে কোনও ভাইরাস বা অন্যান্য সংক্রামক উপাদান নেই।এগুলো সম্পূর্ণ হালাল। ,1
 বিশেষজ্ঞ-চিকিৎসকেরা বার বার করোনার টিকা নিতে বলছেন।,1
ভেকসিন নিয়ে আমি মরলে এ দায় আপনার।,0
আমি এখনো দিতে পারি নাই,0
করোনার টিকা আর চার পাঁচটা টিকার মতই একটি টিকা। এটা আমাদের উপকার করে না।,0
আমরা আশা করি করছি করোনাভাইরাস দূর হয়ে যাবে। তাই আর টিকা নিতে হবে না।,0
ভ্যাকসিন নিয়ে নিজে ভাল থাকুন এবং অন্যকে ভালো থাকতে উৎসাহিত করুন।,1
টিকা থাকলে করোনাকে ভয় নেই। ,1
"৩য় ডোজ কমপ্লিট
ভ্যাক্সিন",1
সবার আগে আল্লাহকে বিশ্বাস করুন। ভেক্সিন মানুষকে বাঁচাতে পারবেনা।,0
করোনা টিকা অবশ্যই বিকল্প কোনো ব্যবস্থার চেয়ে ভালো।,1
এখনই টিকা বাধ্যমূলক করলে ভালো হতো।,1
ভ্যাকসিন আপনার কোভিড-১৯ হওয়ার সম্ভাবনাকে ব্যাপকভাবে হ্রাস করে যা ভুয়া।,0
ভেকসিন ১০% ও কাজ করে না।,0
"ভ্যাক্সিন শুধু নিজের ও নিজের পরিবারের এর জন্য না,আপনি নিরাপদ থাকলে নিরাপদ থাকবে আপনার গোটা দেশ।",1
ভেক্সিন পাওয়ার কোনো লক্ষণ নেই।,0
"বিশেষজ্ঞরা মনে করছেন, এমআরএনএ ভ্যাকসিন গর্ভবতী নারীদের কোনো ক্ষতি করবে না।",1
টিকা নিলে নাকি মানুষ মইরা যায়। এটা সম্পূর্ণ ভুয়া কথা। ,1
ভ্যাকসিন নিলে আপনার ইমিউন সিস্টেম কমে যেতে পারে। ,0
আমি ডায়াবেটিসের রোগী হওয়া সত্বেও টিকা নিয়েছি। ,1
 টিকা নেওয়ার পরে আর করোনা হয়নি। ,1
ভ্যাকসিনের প্রতি আস্থা রাখুন।আর আল্লাহকে বিশ্বাস করুন। ,1
"আমি ভ্যাক্সিন নিতে পেরে খুব খুশি,এখন বুস্টার ডোজের অপেক্ষায় আছি।বুষ্টার ডোজ নিয়ে ১০০% সুরক্ষিত থাইক্কা যামু। ",1
কোন ব্যক্তি কোভিড ১৯-এ আক্রান্ত হলে তার সুস্থ হওয়ার তিন মাস পরে এই টিকা নিতে পারবে।,1
বর্তমান মহামারী সংক্রান্ত প্রসঙ্গে টিকা দেওয়ার সম্ভাব্য উপকারিতা এবং গর্ভবতী মহিলাদের সুরক্ষা তথ্যের বর্তমান সীমাবদ্ধতা।,1
টিকা নিয়া নাকি মানুষ মরছে।,0
"অনেকে করোনায় আক্রান্ত হয়েছেন ঠিকই, কিন্তু, তিনি হয়তো মারা গেছেন হার্ট অ্যাটাক বা স্ট্রোকে।",1
ভ্যাকসিন দিতে গিয়ে কোনরকম ঝামেলার সম্মুখীন হতে হয়নি।,1
ভ্যাকসিন নিয়ে আমি ভালো আছি।,1
কতো টিকা নিলাম রে ভাই আরও নিতে হবে?,0
অক্সফোর্ড ভ্যাকসিনের মাধ্যমে  প্রাণ বাঁচানো সম্ভব হবেনা।,0
ভেকসিন কিন্তু মানব শরীরের জন্য বিপদ ডাকতে পারে।,0
আজ গিয়েও টিকা না দিয়ে ফিরে আসতে হয়েছে।টিকা নাকি শেষ হয়ে গেছে।নেক্সটে টিকা আসলে তখন যেতে বলছে,0
প্রথম ডোজ নেবার সময় আপনার দ্বিতীয় ডোজটি কখন নিতে হবে তা বলে দেয়া হবে।,1
"বিশ্ব একদিন ঠিকই রিসার্চ করে বের করবে এই করোনার টিকার নামই বাঙালী
 
 কার্যকরী টিকা বানাতে হলে এতে বীর বাঙালীর রক্ত, ২ ফোঁটা হলেও লাগবে
 
 এটা আমি আজ মোটামুটি শিওর
 আরিফ আর হোসেন",0
"আমি কিছুদিন আগে Buster dose গ্রহণ করেছি, আমার এতে করে সংক্রমণের হার অনেকটাই কমে যাবে বলে আমি মনে করি।",1
টিকাকে একটা ঝামেলা মনে হয়। ,0
অ্যান্টিজেনগুলোকে জানার পরিবর্তে আরএনএ এবং ডিএনএ ভ্যাকসিনগুলো আমাদের শরীরকে প্রয়োজনীয় জিনগত কোড দেয় যা আমাদের রোগ প্রতিরোধ ব্যবস্থাকে নিজে থেকেই অ্যান্টিজেন তৈরি করতে সহায়তা করে।,1
"টিকা নেওয়ার পরেও যদি আপনার এলাকায় এখনও করোনা থাকে তাহলে নিজেকে, পরিবার এবং বন্ধুদের রক্ষা করার জন্য সতর্কতা অবলম্বন করুন।",1
টিকা নিয়ে অনেক কষ্ট পেয়েছি তাই সবাইকে না নিতে বলি।,0
আপনি যদি সম্পূর্ণরূপে টিকা দিয়ে থাকেন তবে করোনার লক্ষণগুলি দেখায় তবে আপনার পরীক্ষা করা উচিত কিনা সে সম্পর্কে আপনার ডাক্তারের সাথে যোগাযোগ করা উচিত।,1
"আসলে কি হবে আমরাত পাচ্ছি না",0
কোভিড এর টীকা হালাল কি না সেটা তো জানি না তাই দেই নাই।,0
বিভিন্ন দেশে কমপক্ষে ৬টি টিকা জনগণের মধ্যে ব্যবহারের অনুমতি দিয়েছে বিশ্ব স্বাস্থ্য সংস্থা ও সরকার।,1
টিকা নেয়ার পর হালকা একটু জ্বর আসছিলো। এছাড়া আমার আর কোন অসুবিধা হয়নি। ,1
ভেকসিন এ নতুন ভাইরাস আছে।,0
বাচ্চাদের টীকা নিতে দিবেন না।,0
স্কুল থিকা টিচারিই আমাদের টিকা দেওয়ার ব্যবস্থা কইরা দিছে। ,1
ভ্যাকসিন নিলে কারোরই মারাত্মক কোনো ক্ষতি হয় না। ,1
সংক্রমণ এবং রোগের বিরুদ্ধে প্রতিরোধ ক্ষমতা হ্রাস রোধ করতে বুস্টারগুলি কার্যকর।,1
টিকা নিছি বইলাই সকলের সাথে মিলামিশা কাম করতে পারি। ,1
টীকা হালাল কোন জিনিস দিয়ে বানায় নি।,0
ভেকসিন নিলে সবাার সমস্যা হচ্ছে ভেকসিন কেউ নিয়েন না।,0
টিকা নেয়ার সিস্টেম এত ঝামেলার করসে।,0
"এত কষ্ট করে টিকার জন্য দাঁড়িয়ে রইলাম, তাও পাইলাম না।",0
টিকা নিতে হবে। টিকে থাকতে হবে এই মহামারীতে।,1
টিকা দেওয়া না গেলে মৃত্যুহার কমিয়ে আনা সম্ভব হবে না।,1
টিকা নিয়া আরও টেনশন বাড়ে মিয়া।,0
"WHO নিরাপদ এবং কার্যকর ভ্যাকসিন বিকাশ, উত্পাদন এবং স্থাপনের জন্য অংশীদারদের সাথে অক্লান্ত পরিশ্রম করছে।কিন্তু এখনো তা তৈরি করতে পারেনি।",0
টিকা নিয়া নাকি মানুষ মরে। এজন্য আমি প্রথমে টিকা নিতে চাই নাই। ,1
করোনাভাইরাস মহামারী সারাবিশ্বে ছড়িয়ে পড়েছে। টিকাও এর থেকে রক্ষা করতে পারবে না।,0
এই গুলোয় বাটপাররা লুটেপুটে খাবে,0
টীকা খুব একটা উপকারি না।,0
ভ্যাকসিন নেয়ার পরও আমার বাবার করোনা পজেটিভ এসেছে। এবং তার মাধ্যমে আমার ছোট ছেলের করোনা হয়েছে।তবে বাবার শুধু হালকা জ্বর আর গলা ব্যাথা ছিল। বেশি অসুস্থ হননি।,0
আমার আব্বার বয়স ৮০ হয়েছিল। সেটি টিকা নেওয়ার দুই দিন পর মারা গেছে। ,0
এত ভ্যাক্সিন আসার পর ও মানুষ টিকা দিতে পারছেন না।,0
"আমি ভ্যাকসিন নিয়েছি, কোনো পার্শ্ব প্রতিক্রিয়া নেই।",1
যারা টিকা নেয় নি তাদের আজ পর্যন্ত কোন অসুবিধা হয়নি তাহলে আমার ও নেয়া প্রয়োজন নেই,0
টিকা নিয়ে কিছু হয়না। তাই টিকা বাধ্যতামূলক করার কোন প্রয়োজন নেই। ,0
আমি টিকা নেওয়ার পর ভালো নেই। টিকা নিয়ে যারা গুজব ছড়াচ্ছে তারা সম্পূর্ণ ভুল বলেনি।,0
"এই টিকা কেবল প্রাণ বাঁচানোর মন্ত্র নয়, এর সঙ্গে জড়িত রয়েছে বৈশ্বিক কূটনীতি, বিশাল অঙ্কের ব্যবসা।",1
টিকা নেওয়ার পর আমার জ্বর এসেছিলো।অনেকদিন আমাকে ভুগিয়েছে।,0
ভেকসিন হালাল নয়।,0
"এই মহামারীটি শেষ করতে, বিশ্বের একটি বড় অংশকে ভাইরাস থেকে প্রতিরোধী হতে হবে।  এটি অর্জনের সবচেয়ে নিরাপদ উপায় হল বিধিনিষেধ মেনে চলা।টিকা নয়।",0
"আমি এক সপ্তাহ হয় ২য় ডোজ ফাইযার টিকা দিলাম, তেমন কোন সমস্যা হয় নি । প্রথম ডোজ এর পর ও সুস্থই ছিলাম",1
"আগে ভ্যাক্সিন আন ,তার পর সতর্ক করতে আসিস",0
করোনার টিকার দ্বিতীয় ডোজ দেওয়ার দুই সপ্তাহ পর করোনা থেকে চিরতরে মুক্ত থাকার কথা।এখানে কোন সন্দেহ নাই যদি সঠিক টিকা দেওয়া হয়।,1
বর্তমানে বিশ্বজুড়ে COVID-19-এর বিরুদ্ধে লড়াই করার প্রাথমিক প্রশমন কৌশল হল ভ্যাকসিন।,1
ভ্যাকসিন আপনার হাসপাতালে ভর্তি এবং মৃত্যুর ঝুঁকিও কমিয়ে দিবে।,1
"কে বলসে ভুয়া টীকা নিতে।""",0
আমার কাগজ পত্রে ঝামেলা তাই টিকা নেয়া হয় নি।,0
আমার বাবা মা ২ জনই ভ্যাক্সিন নিয়েছে। সবাই ভাল আছে আলহামদুলিল্লাহ,1
আমার প্রতি বছরে বছরে টিকা নিতে কোন আপত্তি নাই। ,1
সমীক্ষায় দেখা গেছে যে ফাইজার-বায়োএনটেক এবং মর্ডানার ভ্যাকসিনের প্রথম ডোজ ৮০ শতাংশ এবং দ্বিতীয় ডোজ ১০০ শতাংশ কার্যকর নয়।,0
আমি এখনো টিকা দিতে পারিনি। কিন্তু আমি টিকা দিতে চাই। ,1
টিকা নিলে তা আপনার চারপাশে যারা আছেন তাদের সুরক্ষিত রাখতেও সাহায্য করে।,1
ভাইরাস ছোঁয়াছুঁয়ি থেকে যে কারোরই তো করানো হইতে পারে। এটা নিলেও হইব না নিলেও হইব। ,0
ভ্যাকসিনের উপকারিতা  চেয়ে ঝুঁকি বেশী ।,0
আমি ভ্যাক্সিন নিতে পেরে খুব খুশি।,1
টিকা নেওয়ার পর বাইরের ভাজাভুজি খাবার এড়িয়ে চলাই ভালো।,1
টিকা নেওয়ার কারণে এলার্জি দেখা দিলে তার জন্য টিকা কেন্দ্রে যথাযথ ব্যবস্থা করা হয়েছে।,1
প্রায় মানুষ এ টিকা নেয়ার পর অনেক অসুস্থ হয়ে পরে ।,0
যাারা বাইরে চাকরি করে শুধু তাদেরই টিকা দেয়া দরকার আর কারো লাগবে না।,0
টিকা নেওয়ার পর মনে হচ্ছে আমি যেন অসুস্থ হলাম।,0
প্রাইভেট কনসোর্টিয়া এবং বেশ কয়েকটি দেশের সরকার উভয়ের কাছ থেকে উচ্চ আর্থিক সহায়তা নতুন ভ্যাকসিনগুলি অত্যন্ত দ্রুত বিকাশ করা সম্ভব করেছে।,1
টিকা ছাড়াই ভালোভাবে বেঁচে আছি আমি।,0
COVID-19 টিকা সম্পূর্ণ নিরাপদ এবং কার্যকর নয়।,0
ভেক্সিন ছাড়াও করোনা মুকাবেলা করা যায় এতে সন্ধেহ নেই।,0
"২ টা ডোজ নিয়ে অনেক কষ্ট পাইসি ভাই, আর বুস্টার ডোজ লাগবে না।",0
আমি অবশ্যই টিকা কে বিশ্বাস করি। ,1
"আমি ভ্যাক্সিন নিয়েছি,আপনারাও নির্ভয়ে নিতে পারেন।",1
করোনাকে এখন আর কেউ ভয় পাই না। সবাই আমরা টিকা নিয়েছি। ,1
"আমি ভ্যাক্সিন নিতে পেরে খুব খুশি, আপনারও নিয়ে ফেলুন।",1
দ্বিতীয় ডোজ নেওয়ার পরে শতভাগ অ্যান্টিবডির মাত্রা পাওয়া যাচ্ছে।,1
ভ্যাকসিনগুলো আমাদের শরীরকে প্রয়োজনীয় জিনগত কোড দেয়।,1
টিকা দেওয়ার পরে আপনার কাছে থাকা অ্যান্টিবডিগুলি মায়ের দুধের মধ্য দিয়ে যেতে পারে এবং আপনার শিশুকে রক্ষা করতে সাহায্য করতে পারে।,1
Moderna-এর ভ্যাকসিন অন্য ভেরিয়েন্টের এর বিরুদ্ধে সুরক্ষা দেয় না।,0
"যদি বেশিরভাগ মানুষ টিকা নিয়ে থাকে, তবে ভাইরাসটি এত সহজে ছড়াতে পারবে না।",1
ভেকসিন নিলেই কি আমার জীবন বেঁচে যাবে?,0
ভ্যাকসিন জীবন বাঁচায়।,1
টিকা নিলেই কি সব ঠিক হয়ে যাবে নাকি ভাই।,0
টিকার সাথে মরার কোন সম্পর্ক নাই। ,1
টিকা নিতে কিসের ভয়! খুশি মনে টিকা নিছি।,1
 ভ্যাকসিনের তুলনামূলকভাবে দ্রুত বিকাশের অর্থ এই নয় যে সুরক্ষা ব্যবস্থাগুলি বাদ দেওয়া হয়েছিল।,1
"গতকাল ভ্যাক্সিন নিলাম, কোন পার্শ্ব প্রতিক্রিয়া দেখা দেয় নি এখনও, ভালো আছি",1
১০ বছরের মেয়েসহ স্বপরিবারে টিকা নিয়ে আমি নিশ্চিন্ত।মেয়েদের নিয়ে এখন চিন্তা করিনা। ,1
গ্রামেগঞ্জে মানুষদের টিকা নেওয়ার গুরুত্ব ও উপকারিতা সম্পর্কে জানাতে হবে।,1
করোনাভাইরাস এখন আমাদের নিত্যদিনের সঙ্গী। টিকা দিয়েও করোনা দূর  করা যাচ্ছে না। ,0
করোনার সাথে আপোষ নয়। সময়মতো টিকা নিয়ে নিজে এবং নিজের পরিবারকে সুরক্ষিত রাখুন।,1
ভ্যাকসিন নিয়ে গুজব ছড়ালে তাদের যথাযথ শাস্তির ব্যবস্থা করা উচিত। ,1
"আমাদের কোষগুলি প্রোটিনের অনুলিপি তৈরি করার পরে, তারা ভ্যাকসিন থেকে জিনগত উপাদানগুলি ধ্বংস করে।",1
"ভ্যাকসিন নেওয়া মানে শতভাগ সুরক্ষা নয়, জীবন রক্ষা।",1
১২ বছর বা তার বেশি বয়সী প্রত্যেকে COVID-19 থেকে রক্ষা পাবেনা।,0
আমি ভ্যাক্সিন নিতে  না পেরে খুশি আছি ভাই।,0
ভেকসিন এর ঝুঁকি বেশী ভাই উপকারের তুলনায়।,0
করোনার  ভেক্সিন পুরুষের প্রজনন ক্ষমতা কমিয়ে দেয়।,0
"আজ টিকা নিতে এসে কোন ভিড় ও পাইনি, আর টিকা দেয়ার ব্যবস্থা আগের মতই স্বাভাবিক।",1
ভ্যাকসিন দেওয়ার পর আমার করোনা হয়েছিল। কিন্তু ভ্যাকসিন নেওয়ার জন্য করোনা আমাকে খুব বেশি কাবু করতে পারেনি।,1
টিকার সুফল ও করোনা থেকে রক্ষা পেতে হলে সর্বস্তরের জন সাধারনের টিকা নিশ্চিত করতে হবে। তা না হলে করোনার ভয়াল থাবা থেকে রক্ষা পাওয়া সম্ভব নয়।,1
 ৫০ লাখ মানুষকে করোনা ভ্যাকসিন দেয়া হয়েছে প্রথমে।,1
টিকা থেকে পাওয়া সুরক্ষা করোনায় আবার সংক্রমিত হওয়ার ঝুঁকি কমিয়ে দেয়।,1
"আরও টীকা নিতে হবে না, ভাইরে এত কষ্ট হইসে টীকা নিতে",0
"উভয় ডোজ সিনোফারম ভ্যাক্সিন নিলাম, কোন সমস্যা দেখা দেয়নি আলহামদুলিল্লাহ",1
"সাভার টিকাকেন্দ্রে জনস্রোত, হতাশ হয়ে ফিরে গেছেন অনেকে।",0
সাধারণ একটা জিনিস টিকা। ,1
"ভ্যাকসিন নেওয়ার পর শরীরে অ্যান্টিবডি তৈরি হচ্ছে কি না, সেটা পরীক্ষা করার কিটটি এখন অ্যাভেইলেভল।",1
ভ্যাকসিন নেওয়ার উপকারিতা বহুবিদ।,1
টিকা নিলে ক্ষতি হয় এটা সম্পূর্ণ মিথ্যা কথা না।,0
টিকা দেয়ার পর তেমন কোন জটিলতা দেখা দেয় নি। সুস্থ আছি আলহামদুলিল্লাহ।,1
আমার একজিমা আছে টিকা নিলে যদি প্রব্লেম হয়।,0
কবে আসবে? না জানি কবে গন টিকা দেওয়া হবে । জানিনা কবে আগের মতো স্বাধিন হবো,0
"টিকা নিলেই মৃত্যু হয়।
না নিলে কিছুই নয়।🤗",0
কেন্দ্রে প্রচণ্ড ভিড় থাকায় অনেকে ভেক্সিন পায়নি।,0
ভ্যাকসিন ছাড়া এ‌ই মহামারি মোকাবেলার আর কোন বাস্তবসম্মত উপায় নেই।,1
ভ্যাকসিন নিয়ে বেঁচে থাকুন। ,1
"ভেকসিন  শুধু নাম মাত্র, এর কোন ক্ষমতা নেই।",0
"আমি ভ্যাকসিন নিয়েছি, আমার কোনো পার্শ্ব প্রতিক্রিয়া নেই।আমি সুস্থ আছি। ",1
টিকা ছাড়া পৃথিবীতে বহুত মানুষ বাঁইচা আছে।,0
আমি অন্যদের থেকে সুস্থতা পাওয়ার জন্য টিকা নিছি।,1
বিভিন্ন দেশ সেই দেশের টিকা অন্য দেশে পাঠিয়ে  এই টিকাকরণ প্রক্রিয়াকে আরও সহজ করার চেষ্টা শুরু করেছে।,1
করোনা কারো কিছু করতে পারে না।,0
অনলাইনে রেজিস্ট্রেশন না করেও টিকা নেওয়া যায়। ,1
গণটিকাদান কর্মসূচিতে টীকা  কতটা সুরক্ষাময় তা কিভাবে জানবো।,0
টীকা দেয়া জরুরি না।,0
বর্তমান টিকাকে আগামী এক বছরের মধ্যেই পরিবর্তন করতে হবে।,1
কে জানে টিকা নাকী ওয়াসার পানি,0
গর্ভবতী নারীদের কোভিডের টিকা গ্রহণের অনুমোদন দিয়েছে।,1
"বায়োনটেকের সিইও বলেছেন, তাঁরা ২০টি বিভিন্ন ধরনের করোনা ভাইরাসের উপর ভ্যাকসিনের পরীক্ষা করেছেন।",1
আমি টিকাকে সম্পূর্ণভাবে ভরসা করি।,1
ভ‌্যাক‌সিন নেয়া থাক‌লে পরবর্তীতে মারাত্মকভা‌বে আক্রান্ত হওয়া হতে রক্ষা করবে।,1
 করোনা একটি প্রানঘাতী ছোয়াচে ভাইরাস তাই ভ্যাক্সিন নেয়াকে দায়িত্ব হিসেবে মনে করি।,1
আমার জীবন। আমি বুঝবো কি করবো না করবো। আমি টিকা নিতে রাজি না।,0
৫% লোক কিভাবে পাবে টিকা ? যদি দেওয়া হয় রোহিঙ্গাদের টিকা,0
"১০০% সুরক্ষা কোন ভেকসিন দেয় না, তাই ভেকসিন নিয়ে লাভ নেই।",0
টিকা না নিয়ে বাইরে গেলে কিছু হয় না।,0
ভ্যাকসিন নিয়ে দ্বিধাগ্রস্ত হবেন না। ভ্যাকসিন আমাদের উপকার করে। ,1
দরকার নাই ভ্যাক্সিনের।যদি সেই ভ্যাক্সিন প্রভাবশালী আর ক্ষমতাসীন মানুষরা আগে গ্রহন করে।,0
টিকাই একমাত্র পথ যেটা করোনা মোকাবিলার বড় অস্ত্র হতে পারে।,1
টিকা দেওয়ার সময়কাল তেমন কোন গুরুত্বপূর্ণ বিষয় নয়।,0
ভ্যাকসিন ছাড়া আর কোন উপায় নাই।,1
কেন্দ্রে প্রচণ্ড ভিড় থাকায় অনেকে টিকা পায়নি।,0
এসব অনেক ঝামেলার ভাই এগুলুর জন্য আপাতত সময় নাই।,0
ফাইজার এ সাপের বিষ আছে।,0
টিকাগ্রহণ এই লকডাউনের ক্লান্তি থেকে মুক্তি দিতে পারে।,1
করোনাকে ভয় না পেয়ে সচেতন নাগরিক হিসেবে ভ্যাকসিন নিয়ে ফেলুন। ,1
"ভাইজান এখন পর্যন্ত ১ম ডোজ নিতে পারলাম না,
সেই ১৫দিন আগে রেজিষ্টেশন করেছি এসএমএস আসলো না।স্টপ করে রাখলো সার্ভার শুরু হলো গণ টিকা দেয়া। রেজিস্ট্রেশন করে টিকা নিতে পারবে। আর আম্রহত এর মও চেয়ে আসি।এদিকে ২য় ডোজ শুরু হয়ে গেল।তাও চেয়ে থাকি। বাহ্ বাহ্",0
করোনা থেইকা  টিকা ছাড়াই বাঁইচা ফিরছি।,0
টিকা ছাড়া রক্ষা আছে। আল্লাহ কে বিশ্বাস করুন।,0
টিকা বাঁচার মূল উপাদান না।,0
আশীর্বাদ হিসেবে এই টিকা আবিষ্কার করা হয়েছে।,1
টিকার আবিষ্কার ও বাজারজাতকরণ নিয়ে প্রতিযোগী দেশগুলোর কৌশল চালিয়ে যাচ্ছে।,1
টিকা দিলে করোনায় মৃত্যু ঝুঁকি কমে যায়।,1
বৈশ্বিকভাবে আরো কিছু উৎস থেকেও ভ্যাকসিন পাওয়ার চেষ্টায় আছে বাংলাদেশ। তবে এসব ভ্যাকসিন কতটা কার্যকর তা নিয়ে রয়েছে অনেক প্রশ্ন।,0
"বাহ দারুণ এই টিকা যায় কোথায় আমরা এখনো টিকা পেলাম না
কার কাছে এই অভিযোগ দিবো",0
টিকা নেয়ার খুব প্রয়োজন আছে বলে আমি মনে করি না।,0
কিছু ভ্যাকসিন আধুনিকভাবে ডিজাইন করা হয়েছে।,1
রেজিস্ট্রেশন করতে বেশী টাকা চায় এত টাকা দিমু না।,0
"যদি আপনার টিকা দুটি ডোজ জড়িত থাকে, তাহলে সর্বোচ্চ সুরক্ষা পেতে উভয়টি গ্রহণ করা গুরুত্বপূর্ণ।",1
আমি বাইরে যাইতে চাই এই জন্য ভ্যাকসিন দিছি। নিয়ে বাইরে আসতে আমার কোনো অসুবিধাই হয় নাই। ,1
ধন্যবাদ ইউনিসেফ কর্তিপক্ষকে,1
"আমি কিছুদিন আগে টিকা গ্রহণ করেছি, আমার এতে করে সংক্রমণের হার অনেকটাই কমে যাবে বলে আমি মনে করি।বিশ্বাস করি। ",1
টিকা দেওয়ার পর সামান্য হাতে ব্যথা ছাড়া গুরুতর কোনো অসুস্থতা অনুভব করিনি।,1
ভ্যাকসিনের দ্বিতীয় ডোজের পরে ২ থেকে ৬ মাসের মধ্যে তৃতীয় ডোজ নেয়া উচিৎ।তাহলে ভ্যাকসিনটা শরীরে কাজে লাগে। ,1
আইডি কার্ড করেই আমি ভ্যাকসিন নিব।,1
কোভিড ভ্যাকসিন  সর্বকালের সর্বশ্রেষ্ঠ আবিষ্কার। ,1
ভ্যাকসিন নিলেই আমরা সুরক্ষিত।,1
ভ্যাকসিনটি খুব ভাল কাজ করে না।,0
এতো টাকার ভ্যাকসিন কিনে এভাবে ভিক্ষা করে চাওয়ার কী আছে বাঙালি আর কিছু না জানলে অন্য দেশের কাছে ভিক্ষা ঠিকই চায়তে পারে,0
টিকার উপর শতভাগ আস্থা রেখে বেঁচে থাকা উচিত।,1
